axis	band	kind	key	en	ru	es	fr	ar
SN	S_21-40	description	SN.S_21-40.dim.3	Aims to complete many tasks quickly, though the quality of some may occasionally suffer.	Старается выполнить много задач и быстро; качество некоторых задач может страдать.	Busca completar muchas tareas rápidamente, aunque la calidad de algunas puede verse afectada.	Cherche à accomplir de nombreuses tâches rapidement, bien que la qualité de certaines puisse en pâtir.	يسعى إلى إنجاز عدد كبير من المهام بسرعة، وإن كان ذلك قد يؤثر أحياناً على جودة بعضها.
SN	S_21-40	description	SN.S_21-40.dim.4	Relies more on facts and figures than on theories or abstract ideas when making decisions.	В своих действиях больше опирается на факты и цифры, чем на теории и идеи.	Se apoya más en hechos y cifras que en teorías o ideas abstractas al tomar decisiones.	S'appuie davantage sur les faits et les chiffres que sur les théories ou les idées abstraites pour prendre des décisions.	يعتمد على الحقائق والأرقام أكثر من اعتماده على النظريات أو الأفكار المجردة عند اتخاذ القرارات.
SN	S_21-40	description	SN.S_21-40.dim.5	Makes an effort to read documents received in their entirety.	Полученные документы старается прочитать целиком.	Se esfuerza por leer en su totalidad los documentos que recibe.	Fait l'effort de lire intégralement les documents qu'il reçoit.	يحرص على قراءة المستندات التي يتلقاها بشكل كامل دون تخطي أي جزء منها.
SN	S_21-40	description	SN.S_21-40.dim.6	Prefers tasks that come with clear and specific instructions.	Предпочитает задачи с чёткими инструкциями.	Prefiere tareas que cuenten con instrucciones claras y específicas.	Préfère les tâches accompagnées d'instructions claires et précises.	يفضّل المهام التي تأتي مصحوبة بتعليمات واضحة ومحددة.
SN	S_21-40	description	SN.S_21-40.dim.7	May show a slight loss of overall perspective on a task while maintaining strong attention to its details.	Может наблюдаться небольшая расфокусировка видения задачи, при этом хорошее погружение в детали задачи.	Puede mostrar una ligera pérdida de visión global de la tarea, manteniendo al mismo tiempo una buena atención a los detalles.	Peut présenter une légère perte de vue d'ensemble sur une tâche, tout en maintenant une bonne attention aux détails.	قد يعاني من ضعف طفيف في الرؤية الشاملة للمهمة، مع الحفاظ في الوقت ذاته على اهتمام جيد بتفاصيلها.
SN	S_21-40	description	SN.S_21-40.dim.8	Tends to tidy up their workspace before starting to work on tasks.	Перед тем как приступить к выполнению задач постарается навести порядок на рабочем месте.	Tiende a ordenar su espacio de trabajo antes de comenzar a realizar las tareas.	A tendance à ranger son espace de travail avant de commencer à exécuter des tâches.	يميل إلى ترتيب مكان عمله وتنظيمه قبل الشروع في تنفيذ المهام.
SN	S_21-40	description	SN.S_21-40.dim.9	Inclined to take things literally, though occasionally may attempt to look for a deeper or secondary meaning.	Склонен воспринимать вещи буквально, изредка может пытаться найти второй смысл.	Tiene tendencia a interpretar las cosas de forma literal, aunque ocasionalmente puede intentar buscar un significado más profundo.	Enclin à prendre les choses au pied de la lettre, bien qu'il puisse parfois chercher un sens plus profond ou secondaire.	يميل إلى تفسير الأمور بشكل حرفي، وإن كان قد يحاول أحياناً البحث عن معنى أعمق أو ثانوي.
SN	S_1-20	band-label	SN.S_1-20.label	Mild Sensor	Слабый Сенсорик	Sensor Débil	Sensitif Faible	حسي ضعيف
SN	S_1-20	description	SN.S_1-20.dim.0	When answering a question, often asks for additional details before responding.	При ответе на вопрос часто просит дополнительные детали по вопросу.	Al responder una pregunta, frecuentemente solicita detalles adicionales antes de contestar.	Lorsqu'il répond à une question, demande souvent des détails supplémentaires avant de répondre.	عند الإجابة على سؤال، يطلب في الغالب تفاصيل إضافية قبل الرد.
SN	S_1-20	description	SN.S_1-20.dim.1	Prefers to start tasks quickly, after a brief period of reflection.	Предпочитает выполнять задачи сразу, после небольшого обдумывания.	Prefiere comenzar las tareas rápidamente, tras una breve reflexión.	Préfère commencer les tâches rapidement, après une courte période de réflexion.	يفضل البدء في المهام بسرعة، بعد فترة قصيرة من التفكير.
SN	S_1-20	description	SN.S_1-20.dim.2	More interested in short-term tasks than long-term ones.	Больше интересны короткие задачи.	Se interesa más por tareas de corta duración que por las de largo plazo.	S'intéresse davantage aux tâches courtes qu'aux projets à long terme.	يميل إلى الاهتمام بالمهام القصيرة أكثر من المهام طويلة الأمد.
SN	S_1-20	description	SN.S_1-20.dim.3	Generally completes tasks on time and with satisfactory quality.	Старается выполнять задачи в срок, в основном качественно.	Generalmente completa las tareas a tiempo y con una calidad satisfactoria.	Réalise généralement les tâches dans les délais impartis et avec une qualité satisfaisante.	يُنجز المهام في الغالب في الوقت المحدد وبجودة مقبولة.
